Institution Name,Clearing Code,Branch Name,Branch Code,Branch Address,Telephone Number,Clearing System Status*
BANK OF CHINA (HONG KONG) LIMITED,030,Mei Foo Mount Sterling Mall Branch,566,Shop N47-49  G/F  Mount Sterling Mall  38-46 Nassau Street  Mei Foo Sun Chuen  Lai Chi Lok  Kowloon  Hong Kong,2742 6611,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Wong Tai Sin Branch,567,Shop G13-G13A  Wong Tai Sin Plaza  Wong Tai Sin  Kowloon  Hong Kong,2327 8147,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Castle Peak Road (Cheung Sha Wan) Branch,568,365-371 Castle Peak Road  Cheung Sha Wan  Kowloon  Hong Kong,2728 3311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Tuen Mun Fa Yuen Branch,569,Shop G & H  6 Tsing Hoi Circuit  Tuen Mun  New Territories  Hong Kong,2458 1033,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Mong Kok (Silvercorp Int'l Tower) Branch,570,Shop B  707-713 Nathan Road  Mong Kok  Kowloon  Hong Kong,2391 6677,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,On Chee Road Branch,571,Shop 10 Level 1 & Shop 9 Level 2  Jade Plaza  3 On Chee Road  Tai Po  New Territories  Hong Kong,2665 1966,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Telford Plaza Branch,572,Shop Unit P2-P7  Telford Plaza  No. 33 Wai Yip Street  Kowloon Bay  Kowloon  Hong Kong,2796 1551,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Kau Yuk Road Branch,573,18-24 Kau Yuk Road  Yuen Long  New Territories  Hong Kong,2473 2833,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Quarry Bay Branch,574,Parkvale  1060 King's Road  Quarry Bay  Hong Kong,2564 0333,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Hoi Yuen Road Branch,575,55 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2763 2127,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Caine Road Branch,576,57 Caine Road  Hong Kong,2521 3318,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Humphrey's Avenue Branch,577,4-4A Humphrey's Avenue  Tsim Sha Tsui  Kowloon  Hong Kong,2311 3822,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,North Point (Hang Ying Building) Branch,578,Shop B1  318-328 King's Road  North Point  Hong Kong,2887 1199,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Ma On Shan Plaza Branch,579,Shop 2103  Level 2  Ma On Shan Plaza  Sai Sha Road  Ma On Shan  New Territories  Hong Kong,2631 0063,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Sham Tseng Branch,580,Shop G1 & G2  Rhine Garden  Sham Tseng  New Territories  Hong Kong,2491 0038,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Jordan Road Branch,581,1/F  Sino Cheer Plaza  23-29 Jordan Road  Kowloon  Hong Kong,2730 0883,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Sau Mau Ping Branch,582,Shop 1-2  Block 24  Sau Mau Ping (2) Estate  Kowloon  Hong Kong,2772 0028,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Happy Valley Branch,583,11 King Kwong Street  Happy Valley  Hong Kong,2838 6668,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Flora Plaza Branch,584,Shop 28  Flora Plaza  88 Pak Wo Road  Fanling  New Territories  Hong Kong,2675 6683,MDDM
BANK OF CHINA (HONG KONG) LIMITED,030,Fu Shin Estate Branch,585,Shop G11  Fu Shin Shopping Centre  Tai Po  New Territories  Hong Kong,2663 2788,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Central District Branch,349,2A Des Voeux Road Central  Hong Kong,2160 8888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,409 Hennessy Road Branch,350,B/F-2/F  409-415 Hennessy Road & 1/F  395-407 Hennessy Road  Wan Chai  Hong Kong,2833 8833,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Prince Edward Branch,351,774 Nathan Road  Kowloon  Hong Kong,2399 3000,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,194 Cheung Sha Wan Road Branch,352,G/F to 5/F  BOC Cheung Sha Wan Building  194-200 Cheung Sha Wan Road  Sham Shui Po  Kowloon  Hong Kong,2728 9389,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Ma Tau Wai Road Branch,353,47-49 Ma Tau Wai Road  Hung Hom  Kowloon  Hong Kong,2926 5123,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Pak Tai Street Branch,354,4-6 Pak Tai Street  To Kwa Wan  Kowloon  Hong Kong,2760 7773,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Tsuen Wan Branch,355,297-299 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,2411 1321,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Kwai Chung Road Branch,356,1009 Kwai Chung Road  Kwai Chung  New Territories  Hong Kong,2424 3021,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Citywalk Branch,357,Shop 65 & 67-69  G/F  Citywalk  1 Yeung Uk Road  Tsuen Wan  New Territories  Hong Kong,2920 3211,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Sheung Kwai Chung Branch,358,7-11 Shek Yi Road  Sheung Kwai Chung  New Territories  Hong Kong,2480 6161,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Texaco Road Branch,359,Shop A112  East Asia Gardens  36 Texaco Road  Tsuen Wan  New Territories  Hong Kong,2414 4287,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Castle Peak Road (Tsuen Wan) Branch,360,G/F-1/F  Sin Ching Building  201-207 Castle Peak Road (Tsuen Wan)  Tsuen Wan  New Territories  Hong Kong,2493 8161,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Ha Kwai Chung Branch,361,192-194 Hing Fong Road  Kwai Chung  New Territories  Hong Kong,2424 9823,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Mong Kok Branch,362,589 Nathan Road  Mong Kok  Kowloon  Hong Kong,2332 0111,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Fuk Tsun Street Branch,363,32-40 Fuk Tsun Street  Tai Kok Tsui  Kowloon  Hong Kong,2391 8468,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Kwong Fuk Road Branch,364,40-50 Kwong Fuk Road  Tai Po  New Territories  Hong Kong,2658 2268,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Tai Yau Street Branch,365,35 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2328 0087,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Sheung Kwai Chung Branch,366,7-11 Shek Yi Road  Sheung Kwai Chung  New Territories  Hong Kong,2480 6161,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Kau Yuk Road Branch,368,18-24 Kau Yuk Road  Yuen Long  New Territories  Hong Kong,2473 2833,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,194 Cheung Sha Wan Road Branch,369,G/F to 5/F  BOC Cheung Sha Wan Building  194-200 Cheung Sha Wan Road  Sham Shui Po  Kowloon  Hong Kong,2728 9389,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Tsuen Wan Branch,374,297-299 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,2411 1321,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Texaco Road Branch,375,Shop A112  East Asia Gardens  36 Texaco Road  Tsuen Wan  New Territories  Hong Kong,2414 4287,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Cheung Hong Estate Commercial Centre Branch,376,2 G/F  Commercial Centre  Cheung Hong Estate  Tsing Yi Island  New Territories  Hong Kong,2497 0325,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Castle Peak Road (Tsuen Wan) Branch,377,G/F-1/F  Sin Ching Building  201-207 Castle Peak Road (Tsuen Wan)  Tsuen Wan  New Territories  Hong Kong,2493 8161,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Des Voeux Road West Branch,378,111-119 Des Voeux Road West  Hong Kong,2546 1134,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Queen's Road Central Branch,379,81-83 Queen's Road Central  Hong Kong,2588 1288,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Choi Yuen Plaza Branch,380,Shop R9-10  3/F  Choi Yuen Plaza  Sheung Shui  New Territories  Hong Kong,2671 6783,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,To Kwa Wan Branch,381,80N To Kwa Wan Road  Kowloon  Hong Kong,2364 4344,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Kin Wing Street Branch,382,24-30 Kin Wing Street  Tuen Mun  New Territories  Hong Kong,2465 2212,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Sheung Wan Branch,383,Shop 1-4 G/F & 1/F  Tung Hip Commercial Building  244-248 Des Voeux Road Central  Hong Kong,2541 1601,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Choi Wan Estate Branch,384,Shop Nos. A317 and A318  3/F  Choi Wan Shopping Centre Phase II  No. 45 Clear Water Bay Road  Ngau Chi Wan  Kowloon  Hong Kong,2754 5911,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Lung Hang Estate Branch,385,103 Lung Hang Commercial Centre  Sha Tin  New Territories  Hong Kong,2605 8618,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Tuen Mun Town Plaza Branch,386,Shop 2  Tuen Mun Town  Plaza Phase II  Tuen Mun  New Territories  Hong Kong,2450 8877,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Luen Wo Market Branch,387,17-19 Wo Fung Street  Luen Wo Market  Fanling  New Territories  Hong Kong,2675 6113,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Tai Po Plaza Branch,388,Unit 4  Level 1 Tai Po Plaza  1 On Tai Road  Tai Po  New Territories  Hong Kong,2665 5890,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Lei Cheng Uk Estate Branch,389,Shop 108  Lei Cheng Uk Commercial Centre  Lei Cheng Uk Estate  Kowloon  Hong Kong,2729 8251,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Heng Fa Chuen Branch,390,Shop 205-208  East Wing Shopping Centre  Heng Fa Chuen  Chai Wan  Hong Kong,2897 1131,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Heng On Estate Branch,391,Shop 203  Commercial Centre  Heng On Estate  Ma On Shan  New Territories  Hong Kong,2642 0111,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Kowloon Bay Branch,392,Shop 2  Telford House  16 Wang Hoi Road  Kowloon Bay  Kowloon  Hong Kong,2759 9339,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Fo Tan Branch,393,No 2  1/F Shatin Galleria  18-24 Shan Mei Street  Fo Tan  New Territories  Hong Kong,2691 7193,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Humphrey's Avenue Branch,394,4-4A Humphrey's Avenue  Tsim Sha Tsui  Kowloon  Hong Kong,2311 3822,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Hoi Yuen Road Branch,395,55 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2763 5511,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Kowloon Plaza Branch,396,Unit 1  Kowloon Plaza  485 Castle Peak Road  Kowloon  Hong Kong,2370 8928,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,Bonham Road Branch,397,63 Bonham Road  Hong Kong,2517 7066,MDDM
BANK OF CHINA (HONG KONG) LIMITED,031,North Point (Hang Ying Building) Branch,399,Shop B1  318-328 King's Road  North Point  Hong Kong,2887 1199,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Prince Edward Road (Kowloon City) Branch,643,382-384 Prince Edward Road  Kowloon City  Kowloon  Hong Kong,2926 6038,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Bank of China Tower Branch,644,1 Garden Road  Hong Kong,2826 6888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Causeway Bay Branch,645,505 Hennessy Road  Causeway Bay  Hong Kong,3982 8068,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Choi Hung Road Branch,646,58-68 Choi Hung Road  San Po Kong  Kowloon  Hong Kong,2927 6111,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Chuk Yuen Estate Branch,647,Shop S1  Chuk Yuen Shopping Centre  Chuk Yuen South Estate  Kowloon  Hong Kong,2325 5261,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Tai Yau Street Branch,648,35 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2328 0087,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Yuk Wah Street Branch,649,46-48 Yuk Wah Street  Tsz Wan Shan  Kowloon  Hong Kong,2927 6655,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,223 Nam Cheong Street Branch,650,223 Nam Cheong Street  Sham Shui Po  Kowloon  Hong Kong,2928 2088,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,177 Ngau Tau Kok Road Branch,651,177 Ngau Tau Kok Road  Kowloon  Hong Kong,2927 4321,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,194 Cheung Sha Wan Road Branch,652,194-196 Cheung Sha Wan Road  Sham Shui Po  Kowloon  Hong Kong,2728 9389,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Tai Wai Branch,653,Shop A  B & D on G/F & M/F  Shu Tak Building  74-76 Tai Wai Road  Sha Tin  New Territories  Hong Kong,2699 9523,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,177 Ngau Tau Kok Road Branch,654,177 Ngau Tau Kok Road  Kowloon  Hong Kong,2927 4321,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Texaco Road Branch,655,Shop A112  East Asia Gardens  36 Texaco Road  Tsuen Wan  New Territories  Hong Kong,2414 4287,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Castle Peak Road (Cheung Sha Wan) Branch,656,365-371 Castle Peak Road  Cheung Sha Wan  Kowloon  Hong Kong,2728 3311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Butterfly Estate Branch,658,Shop Nos. R156-R164  Level 1  Butterfly Plaza  Tuen Mun  New Territories  Hong Kong,2920 5188,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Queen's Road West (Sheung Wan) Branch,659,2-12 Queen's Road West  Sheung Wan  Hong Kong,2815 6888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Butterfly Estate Branch,661,Shop Nos. R156-R164  Level 1  Butterfly Plaza  Tuen Mun  New Territories  Hong Kong,2920 5188,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Ma Tau Wai Road Branch,662,47-49 Ma Tau Wai Road  Hung Hom  Kowloon  Hong Kong,2926 5123,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Prince Edward Road West (Mong Kok) Branch,663,116-118 Prince Edward Road West  Mong Kok  Kowloon  Hong Kong,2928 4138,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Kwai Chung Plaza Branch,665,A18-20  G/F Kwai Chung Plaza  7-11 Kwai Foo Road  Kwai Chung  New Territories  Hong Kong,2920 2468,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Citywalk Branch,666,Shop 65 & 67-69  G/F  Citywalk  1 Yeung Uk Road  Tsuen Wan  New Territories  Hong Kong,2920 3211,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Tsim Sha Tsui East Branch,667,Shop 3  LG/F  Hilton Towers  96 Granville Road  Tsim Sha Tsui East  Kowloon  Hong Kong,2739 0308,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Causeway Bay Branch,668,Shop B  C & D on G/F & 1/F-3/F  Radio City  505 Hennessy Road  Causeway Bay  Hong Kong,3982 8068,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Sai Wan Ho Branch,669,142-146 Shau Kei Wan Road  Hong Kong,2886 3344,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Lam Tin Branch,670,Shop 12  49 Kai Tin Road  Lam Tin  Kowloon  Hong Kong,2347 1456,MDDM
BANK OF CHINA (HONG KONG) LIMITED,033,Tai Po Branch,671,68-70 Po Heung Street  Tai Po Market  New Territories  Hong Kong,2657 2121,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Wyndham Street Branch,721,G/F  South China Building  1-3 Wyndham Street  Central  Hong Kong,2843 2888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,North Point (Hang Ying Building) Branch,722,Shop B1  318-328 King's Road  North Point  Hong Kong,2887 1199,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Kwun Tong Plaza Branch,723,G1 Kwun Tong Plaza  68 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2342 4295,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Hip Wo Street Branch,724,195-197 Hip Wo Street  Kwun Tong  Kowloon  Hong Kong,2345 0102,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,169 Ngau Tau Kok Road Branch,725,169 Ngau Tau Kok Road  Ngau Tau Kok  Kowloon  Hong Kong,2750 7311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,169 Ngau Tau Kok Road Branch,726,169 Ngau Tau Kok Road  Ngau Tau Kok  Kowloon  Hong Kong,2750 7311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Mong Kok Road Branch,727,50-52 Mong Kok Road  Kowloon  Hong Kong,2395 3263,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Chai Wan (Walton Estate) Branch,728,Block B  Walton Estate  341-343 Chai Wan Road  Chai Wan  Hong Kong,2558 6433,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Tsim Sha Tsui Branch,729,24-28 Carnarvon Road  Tsim Sha Tsui  Kowloon  Hong Kong,2721 6242,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Kam Wa Street Branch,730,3 Kam Wa Street  Shau Kei Wan  Hong Kong,2885 9311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Choi Hung Branch,731,19 Clear Water Bay Road  Ngau Chi Wan  Kowloon  Hong Kong,2327 0271,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Yau Tong Branch,732,Shop G1-G27  Ka Fu Arcade  Yau Tong Centre  Kowloon  Hong Kong,2349 9191,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,First Street Branch,733,55A First Street  Sai Ying Pun  Hong Kong,2517 3399,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Chuk Yuen Estate Branch,734,Shop S1  Chuk Yuen Shopping Centre  Chuk Yuen South Estate  Kowloon  Hong Kong,2325 5261,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Telford Plaza Branch,735,Shop Unit P2-P7  Telford Plaza  No. 33 Wai Yip Street  Kowloon Bay  Kowloon  Hong Kong,2796 1551,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Cheung Hong Estate Commercial Centre Branch,736,2 G/F  Commercial Centre  Cheung Hong Estate  Tsing Yi Island  New Territories  Hong Kong,2497 0325,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,King's Road Branch,737,131-133 King's Road  North Point  Hong Kong,2887 0282,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Metro City Branch,738,Shop 209  Level 2  Metro City Phase 1 Tseung Kwan O  New Territories  Hong Kong,2701 4962,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Cheung Fat Estate Branch,739,Shop 317  Cheung Fat Shopping Centre  Tsing Yi Island  New Territories  Hong Kong,2433 1689,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Cheung Sha Wan Plaza Branch,740,Shop G08  Cheung Sha Wan Plaza  833 Cheung Sha Wan Road  Kowloon  Hong Kong,2745 7088,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Tsui Ping Estate Branch,741,Shop 116  1/F Shopping Circuit  Tsui Ping Estate  Kwun Tong  Kowloon  Hong Kong,2345 3238,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Metroplaza Branch,742,Shop 280-282  Metroplaza  223 Hing Fong Road  Kwai Chung  New Territories  Hong Kong,2420 2686,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Clague Garden Branch,743,Shop 1-3  Commercial Complex  Clague Garden Estate  24 Hoi Shing Road  Tsuen Wan  New Territories  Hong Kong,2412 2202,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,East Point City Branch,744,Shop 101  East Point City  Tseung Kwan O  New Territories  Hong Kong,2628 7238,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Kowloon Bay Branch,745,Shop 2  Telford House  16 Wang Hoi Road  Kowloon Bay  Kowloon  Hong Kong,2759 9339,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Queen's Road Central Branch,746,81-83 Queen's Road Central  Hong Kong,2588 1288,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Mong Kok Road Branch,747,50-52 Mong Kok Road  Kowloon  Hong Kong,2395 3263,MDDM
BANK OF CHINA (HONG KONG) LIMITED,036,Dragon Centre Branch,748,Shop 206A  Dragon Centre  37K Yen Chow Street  Sham Shui Po  Kowloon  Hong Kong,2788 3238,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Tsim Sha Tsui East Branch,775,Shop 3  LG/F  Hilton Towers  96 Granville Road  Tsim Sha Tsui East  Kowloon  Hong Kong,2739 0308,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,North Point Branch,776,Shop B & C  G/F  King's Towers  480 King's Road & 15-23  19A  21A  23A Tsat Tsz Mui Road  North Point  Hong Kong,2811 8880,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,North Point Branch,777,Shop B & C  G/F  King's Towers  480 King's Road & 15-23  19A  21A  23A Tsat Tsz Mui Road  North Point  Hong Kong,2811 8880,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,42 Yu Chau Street Branch,778,42-46 Yu Chau Street  Sham Shui Po  Kowloon  Hong Kong,2397 1123,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Tai Yau Street Branch,779,35 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2328 0087,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Bank of China Tower Branch,780,1 Garden Road  Hong Kong,2826 6888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Mei Foo Mount Sterling Mall Branch,781,Shop N47-49  G/F  Mount Sterling Mall  38-46 Nassau Street  Mei Foo Sun Chuen  Lai Chi Lok  Kowloon  Hong Kong,2742 6611,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Kwun Tong Plaza Branch,782,G1 Kwun Tong Plaza  68 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2342 4295,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Mei Foo Mount Sterling Mall Branch,783,Shop N47-49  G/F  Mount Sterling Mall  38-46 Nassau Street  Mei Foo Sun Chuen  Lai Chi Lok  Kowloon  Hong Kong,2742 6611,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,88 Des Voeux Road Central Branch,784,88-98 Des Voeux Road Central  Hong Kong,2826 6888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Yau Tong Branch,785,Shop G1-G27  Ka Fu Arcade  Yau Tong Centre  Kowloon  Hong Kong,2349 9191,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Kwai Cheong Road Branch,786,40 Kwai Cheong Road  Kwai Chung  New Territories  Hong Kong,2480 3311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Healthy Village Branch,787,Shop 1&2  Healthy Village Phase II  668 King's Road  North Point  Hong Kong,2563 2278,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Western District Branch,788,386-388 Des Voeux Road West  Hong Kong,2549 9828,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Chai Wan Branch,789,Block B  Walton Estate  341-343 Chai Wan Road  Hong Kong,2558 6433,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Yu Chau Street Branch,790,42-46 Yu Chau Street  Sham Shui Po  Kowloon  Hong Kong,2397 1123,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Hung Hom (Eldex Industrial Building) Branch,791,21 Ma Tau Wai Road  Hung Hom  Kowloon  Hong Kong,2764 8363,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Tseung Kwan O Plaza Branch,792,Shop 112  Level 1  Tseung Kwan O Plaza  Tseung Kwan O  New Territories  Hong Kong,2702 0282,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Yau Ma Tei Branch,793,471 Nathan Road  Yau Ma Tei  Kowloon  Hong Kong,2780 2307,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Leung King Estate Branch,794,Shop No. L221 and L222  Level 2  Leung King Plaza  Leung King Estate  31 Tin King Road  Tuen Mun  New Territories  Hong Kong,2463 3855,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Mong Kok (President Commercial Centre) Branch,795,608 Nathan Road  Mong Kok  Kowloon  Hong Kong,2384 7191,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Fu Heng Estate Branch,796,Shop 1-2  Fu Heng Shopping Centre  Tai Po  New Territories  Hong Kong,2661 6278,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Kingswood Villas Branch,797,A189 Kingswood Richly Plaza  Tin Shui Wai  New Territories  Hong Kong,2448 3313,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Tsuen Wan Branch,798,297-299 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,2411 1321,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Tai Kok Tsui Branch,799,73-77 Tai Kok Tsui Road  Kowloon  Hong Kong,2395 3269,MDDM
BANK OF CHINA (HONG KONG) LIMITED,064,Sham Shui Po (On Ning Building) Branch,801,147-149 Castle Peak Road  Sham Shui Po  Kowloon  Hong Kong,2708 3678,MDDM
BANK OF CHINA (HONG KONG) LIMITED,070,Central District (Wing On House) Branch,916,B/F-2/F  Wing On House  71 Des Voeux Road Central  Hong Kong,2843 6111,MDDM
BANK OF CHINA (HONG KONG) LIMITED,070,Shanghai Street (Mong Kok) Branch,917,611-617 Shanghai Street  Mong Kok  Kowloon  Hong Kong,2394 4181,MDDM
BANK OF CHINA (HONG KONG) LIMITED,070,To Kwa Wan Branch,918,80N To Kwa Wan Road  Kowloon  Hong Kong,2364 4344,MDDM
BANK OF CHINA (HONG KONG) LIMITED,070,Shau Kei Wan (Po Man Building) Branch,919,260-262 Shau Kei Wan Road  Hong Kong,2568 5211,MDDM
BANK OF CHINA (HONG KONG) LIMITED,070,Wan Chai (Wu Chung House) Branch,920,213 Queen's Road East  Wan Chai  Hong Kong,2892 0909,MDDM
